fine_label	utterance
UNK:UNK	Reagan, só queria lhe dar uma atualização. Alterei o mix de unidades para incluir cerca de 1 quarto e reduzi o número de edifícios para 12. Kipp Flores está trabalhando nos desenhos de construção. Ao mesmo tempo, procuro financiamento da FHA. Assim que os desenhos de construção estiverem concluídos, eu os enviarei a você para uma proposta revisada. Sua proposta original era competitiva e ainda me sinto atraído por sua empresa devido à sua forte presença e contatos locais. Filipe
UNK:UNK	A expiração do Nymex ocorre durante esse período. Por favor remarque.
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 26/09/2000 12h08 ----- Presidente do convite: Richard Burchfield Enviado por: Cindy Cicchetti Início: 27/09/2000 11h30 Término: 27/09 /2000 12h30 Descrição: Reunião Visão Comercial de Gás - Sala EB2556 Esta reunião se repete a partir de (caso a data ocorra em final de semana a reunião ). Datas da reunião: Phillip K Allen/HOU/ECT Hunter S Shively/HOU/ECT Scott Mills/HOU/ECT Allan Severude/HOU/ECT Jeffrey C Gossett/HOU/ECT Colleen Sullivan/HOU/ECT Russ Severson/HOU/ECT Jayant Krishnaswamy /HOU/ECT Russell Long/HOU/ECT Descrição detalhada:
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 26/09/2000 12h07 ----- De: Cindy Cicchetti 26/09/2000 09h23 Para: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, Fletcher J Sturm/HOU/ECT@ECT, Scott Neal/HOU /ECT@ECT cc: Assunto: Posição Física/Financeira do Gás Agendei e inscrevi em cada uma de suas agendas uma reunião sobre o tema acima referenciado. Acontecerá na quinta-feira, 28/09, das 15h às 16h, na sala EB2537.
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 26/09/2000 11:57 ----- BS Stone <bs_stone@yahoo.com> em 26/09/2000 04:47:40 Para: jeff <jeff @ freeyellow.com> cc: Phillip K Allen <Phillip.K.Allen@enron.com> Assunto: fechando Jeff,? O fechamento é hoje?? Depois de analisar o acordo, acho que não é vinculativo, tanto quanto posso determinar. É muito vago e não parece nada que um advogado ou uma empresa de títulos redigiria para o fechamento de um imóvel - mas, é claro, posso estar errado. ? Se esse fechamento ocorrer sem esse acordo, não há sentido em eu acompanhar a validade desse documento. ? Só precisarei voltar aos meus documentos finais e ver o que há lá e descobrir onde estou com isso e lidar com isso da melhor maneira possível. ? Acho que esperava algo que fosse uma exibição de um documento registrável ou algo um pouco mais exato, ou melhor, uma espécie de contrato. Isso também não é. Tentei falar com um corretor de imóveis ontem à noite, mas ele estava sem dinheiro. Falei com um criminoso. amigo e ele disse que isso está fora de sua área, mas não parece vinculativo para ele.? ? Voltarei à transação minha e de Phillip Allen - e darei uma olhada nisso, mas por mais vaga e geral que seja, duvido que minha assinatura? é ainda necessário para concluir esta transação.? Chego depois das 12 horas se houver necessidade de entrar em contato comigo sobre o fechamento. ? Eu realmente não quero atrasar nada ou gerar mais trabalho para mim e não quero insultar ou incomodar ninguém, mas este artigo realmente não parece ser algo necessário para um fechamento.? Caso você precise da minha assinatura em algo assim, prefiro ter tempo para revisá-la antes de aceitá-la. ? Brenda? ?
UNK:UNK	Chris, quais são as novidades da PG&E? Temos tido boas discussões sobre EOL. Ligue-me quando puder. X37041 Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 25/09/2000 14h01 ----- Reagendar Presidente: Richard Burchfield Enviado por: Cindy Cicchetti Início: 28/09/2000 13h00 Fim: 28/09 /2000 14h00 Descrição: Gás Cargos Físicos/Financeiros - Sala 2537 Esta reunião se repete a partir de (caso a data ocorra em final de semana a reunião ). Datas da reunião: Fletcher J Sturm/HOU/ECT Scott Neal/HOU/ECT Hunter S Shively/HOU/ECT Phillip K Allen/HOU/ECT Allan Severude/HOU/ECT Scott Mills/HOU/ECT Russ Severson/HOU/ECT Descrição detalhada : A reunião com Richard Burchfield/HOU/ECT foi remarcada. Em 28/09/2000 15:00:00 CDT Por 1 hora Com: Richard Burchfield/HOU/ECT (Presidente) Fletcher J Sturm/HOU/ECT (Convidado) Scott Neal/HOU/ECT (Convidado) Hunter S Shively/ HOU/ECT (convidado) Phillip K Allen/HOU/ECT (convidado) Allan Severude/HOU/ECT (convidado) Scott Mills/HOU/ECT (convidado) Russ Severson/HOU/ECT (convidado) Gás Cargos Físicos/Financeiros - Sala 2537
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 25/09/2000 14h00 ----- Presidente do convite: Richard Burchfield Enviado por: Cindy Cicchetti Início: 27/09/2000 13h00 Término: 27/09 /2000 14h00 Descrição: Gás Cargos Físicos/Financeiros - Sala 2537 Esta reunião se repete a partir de (caso a data ocorra em final de semana a reunião ). Datas da reunião: Fletcher J Sturm/HOU/ECT Scott Neal/HOU/ECT Hunter S Shively/HOU/ECT Phillip K Allen/HOU/ECT Allan Severude/HOU/ECT Scott Mills/HOU/ECT Russ Severson/HOU/ECT Descrição detalhada :
UNK:UNK	Greg, feliz aniversário. Envie-me seu número de telefone e eu ligarei para você. Keith
UNK:UNK	Kathy, em relação à senha do convidado para o gás diariamente, você pode retransmitir a informação para Mike Grigsby em 37031 para que ele possa repassá-la ao usuário do gás diariamente hoje. Estarei fora do escritório na sexta-feira. obrigado Filipe
UNK:UNK	John, a posição das montanhas rochosas curtas de Denver após 2002 é criada por seu transporte Trailblazer. Eles estão sem cobertura de 15.000/d em 2003 e 25.000/d em 2004 e 2005. Eles estão limpando todos os seus livros e reservando o acordo Hubert na quarta e quinta-feira. Filipe
UNK:UNK	Jim, haverá uma teleconferência ou algum tipo de reunião semanal sobre todas as questões regulatórias enfrentadas pela Califórnia esta semana? Você pode ter certeza de que a mesa de gás está incluída. Filipe
UNK:UNK	George, Abaixo está uma lista de perguntas que Keith e eu tínhamos em relação ao projeto Westgate: Estrutura de propriedade Qual será a estrutura de propriedade? Parceria limitada? Parceiro geral? Quais são todas as entidades jurídicas que estarão envolvidas e em que qualidade (em relação à propriedade e às responsabilidades)? Quem é o dono da terra? melhorias? Quem detém os vários empréstimos? A terra é garantia? Investimento O que acontece com o investimento inicial? É usado para comprar terrenos em troca de dinheiro? Garantir empréstimos futuros? Por que o custo do terreno está distribuído na demonstração do fluxo de caixa? Quando os 700.000 serão realmente necessários? Agora ou para o fechamento do terreno? Cronograma de investimento? Retorno do investimento O reembolso do capital é o retorno do investimento original? O plano é esperar até que a última unidade seja vendida e fechada antes de os lucros serem distribuídos? Dívida Qual entidade é o mutuário de cada empréstimo e que recurso ou garantia está associado a cada empréstimo? Melhoria Construção Estes são os únicos dois empréstimos? Parece que é na demonstração do fluxo de caixa. Termos de cada empréstimo? Utilizações dos Fundos Como serão feitos os desembolsos? Por quem? Que tipo de conta bancária? Controles sobre o desembolso máximo? Visualização da Internet para investidores? Relatórios para rastrear despesas versus plano? Procedimentos contábeis para registrar despesas reais? Qual é a relação da Creekside Builders com o projeto? Você recebe uma margem sobre os subcontratados como empreiteiro geral e ganha com os lucros? Você ou Larry recebem algum dinheiro na forma de salário ou despesas pessoais antes do pagamento final dos lucros? Projeto e Construção Quando o projeto estará concluído? Que contribuição os investidores terão na seleção do design e dos materiais para as unidades? Que nível de envolvimento dos investidores será possível durante o planeamento e licenciamento da construção? A Creekside possui procedimentos específicos para lidar com subcontratados, fornecedores e outros profissionais? Como sempre receber 3 lances, cronogramas de pagamento ou verificação de referências? Há alguma empresa ou indivíduo específico que você já planeja usar? Nomes? Essas perguntas são provavelmente muito básicas para você, mas como investidor iniciante em um projeto como este, isso é novo para mim. Além disso, quero aprender o máximo possível com o processo. Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 19/09/2000 16:35 ----- George Richards <cbpres@austin.rr.com> em 08/09/2000 05:21:49 Por favor, responda a <cbpres@austin.rr.com> Para: Phillip Allen <pallen@enron.com> cc: Larry Lewter <retwell@mail.sanmarcos.net> Assunto: Westgate Proforma-Phillip Allen.xls Em anexo está o pró-forma preliminar do Westgate propriedade é Austin sobre a qual falamos. Como você pode perceber pela pró-forma, este projeto deverá produzir um retorno verdadeiramente excepcional de mais de 40% ao ano durante 3 anos. Isto é especialmente atraente quando o projeto está em um mercado tão forte como Austin e estamos lançando um novo produto com um preço muito baixo para este mercado. Este é o melhor projeto em termos de risco e recompensa que descobrimos até agora no mercado de Austin. O projeto possui zoneamento aprovado e exigirá apenas uma planta do local. Como está na área do Corredor de Crescimento Inteligente designada pela cidade de Austin para desenvolvimento preferencial, este será acelerado e deverá ser concluído em menos de 6 meses. Além disso, muitas das leis atuais e mais severas sobre tratamento de água foram dispensadas. Estimei os custos de melhoria do lote com base em um desenvolvimento de 28 lotes que investigamos no norte de Austin, que incluiu uma lagoa de detenção/retenção e filtração e alargamento de ruas. Embora esta propriedade provavelmente não exija alargamento de ruas e tenha menos requisitos de detenção/retenção e lagoa de filtração, usei esses dados para ser cauteloso. Não se espera que a servidão da linha de gás Lone Star na parte inferior da propriedade tenha um impacto significativo nas vendas. Outros projetos tiveram bastante sucesso com relações idênticas a este pipeline, como o residencial unifamiliar adjacente e um projeto na Universidade de St. Edwards. Tal como acontece com a maioria dos projetos de preenchimento, a qualidade dos bairros circundantes é desigual. Incluímos uma cerca ao redor de toda a propriedade, mas só podemos colocá-la em Westgate e Cameron Loop. Condomínios fechados são preferidos, então esta é uma boa ideia tanto para a triagem quanto para as preferências atuais do comprador. O vendedor aceitou nossa oferta na noite de quinta-feira com um preço de US$ 680.000 e um depósito estendido. Isso nos permitirá provavelmente obter um plano de local aprovado antes de fechar o contrato, o que significa que poderemos fechar um empréstimo A&D em vez de um empréstimo de terreno e depois um empréstimo para melhorias. Esta análise mostra seu investimento de US$ 700.000 para uma participação de 50% nos lucros do projeto. Como discutimos em San Marcos, também podemos discutir que você invista apenas nos lotes, venda os lotes para a construtora com o seu lucro no lote. Acredito que isso facilitaria o uso de uma troca 1031 dos recursos deste negócio em outro projeto que seja um contrato de aluguel ou pelo menos no terreno para um projeto de aluguel que seria então o patrimônio desse projeto. Você precisaria discutir isso primeiro com um especialista em intercâmbio. Larry Lewter conhece um especialista na área em San Antonio, caso você não conheça ninguém. Enviarei para você um pacote na propriedade que foi preparado pelo corretor, pela Airborne Express hoje para entrega no sábado. Depois de ler o pacote e revisar esta pró-forma, gostaríamos de agendar um tour pelo local e pela área. Por favor, entre em contato comigo assim que sua agenda permitir sobre a visita ao local e fique à vontade para ligar a qualquer momento. Você pode entrar em contato comigo durante o fim de semana e à noite pelo telefone 512-338-1119 ou 512-338-1110. Meu celular é 512-748-7495 e o fax é 512-338-1103. Estou ansioso para ouvir de você e trabalhar com você neste projeto que certamente será um grande vencedor. Lamento que tenha demorado tanto para entrar em contato com você, mas tivemos alguns acontecimentos incomuns nas últimas semanas. Uma pequena tempestade de vento bizarra com fortes correntes descendentes de mais de 60 mpg atingiu a parte sul de Austin, onde estamos construindo 10 casas na cidade. Uma dessas unidades tinha acabado de ter o telhado coberto com o revestimento previsto para começar no dia seguinte. A forte corrente descendente que atingiu o telhado foi suficiente para derrubá-lo. A cidade encerrou o projeto por uma semana e levou mais uma semana para colocar tudo de volta nos trilhos. Então, na semana passada, tive que levar minha esposa para uma emergência. Ela tem uma protuberância no material entre as vértebras da coluna e isso lhe causa dores extremas e a manteve acamada na semana passada. Não há nada como ter sua esposa incapacitada para perceber a enorme quantidade de coisas que ela faz todos os dias. Felizmente, parece que ela ficará bem no longo prazo. George W. Richards Creekside Builders, LLC - Westgate Proforma-Phillip Allen.xls
UNK:UNK	George, aqui os números de vendas de Reagan: Como você pode ver, suas unidades foram vendidas a vários preços por metro quadrado. O modelo 1308/1308 parece ter mais dados e é mais semelhante às unidades que você está vendendo. Com 2,7 MM, meu lance é 0,70/sf maior do que suas unidades em construção. Estou tendo dificuldade em justificar pagar muito mais com a concorrência a caminho. O preço que estou oferecendo é mais alto do que qualquer negócio realmente feito até o momento. Deixe-me saber o que você pensa. Entrarei em contato com um e-mail e um telefonema sobre Cherry Creek. Tenho certeza de que Deborah Yates informou que a oferta foi rejeitada na propriedade De Ville. Phillip Allen
UNK:UNK	Jeff, o que há com Burnet? Filipe
UNK:UNK	Jeff, preciso ver a planta do local do Burnet. Lembre-se de que preciso obter a aprovação por escrito de Brenda Key Stone antes de poder vender esta propriedade e ela está preocupada com a forma como a propriedade será subdividida. Gostaria também de revisar as declarações finais o mais rápido possível. Filipe
UNK:UNK	Lucy, quero ter uma lista precisa do aluguel o mais rápido possível. Enviei-lhe por fax uma cópia deste arquivo. Você pode preencher no computador ou apenas escrever os valores corretos e eu inserirei.
UNK:UNK	Brenda, verifiquei meus registros e enviei o cheque nº 1.178 pelo valor normal em 28 de agosto. Enviei para 4303 Pate Rd. # 29, College Station, TX 77845. Irei em frente e enviarei outro cheque para você. Se o primeiro aparecer você pode tratar o 2º como pagamento de outubro. Conheço suas preocupações sobre o plano do local. Não prosseguirei sem obter os detalhes e obter sua aprovação. Vou encontrar esse cronograma de amortização e enviá-lo em breve. Filipe
UNK:UNK	Lucy, você assinou menos cheques este mês. Gastei mais dinheiro com materiais e menos com mão de obra. Junho Julho Agosto Total Materiais 2929 4085 4801 Serviços 53 581 464 Mão de obra 3187 3428 2770 Aqui estão minhas dúvidas sobre o extrato bancário de agosto (anexo): 1. Cheque 1406 Walmart Descrição e unidade? 2. Verifique a descrição detalhada e a unidade do 1410 Crumps? 3. Verifique 1411 Lucy O que é isso? 4. Verifique a descrição detalhada e as unidades do 1415 Papes? 5. Verificações 1416, 1417 e 1425 Por que horas extras? 6. Verifique 1428 Ralphs Qual unidade? 7. Verifique 1438 Walmart? Descrição e unidade? Tente reunir o suporte para esses itens e entre em contato comigo. Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 12/09/2000 11h22 ----- Michael Etringer 11/09/2000 14h32 Para: Phillip K Allen/HOU/ECT@ECT cc: Assunto: Lista de contatos do mercado intermediário Phillip, em anexo está a lista. Peça ao seu pessoal que preencha as colunas destacadas em amarelo. Da melhor forma possível, tentaremos não nos sobrepor nas contas. Obrigado, Mike
UNK:UNK	http://www.hearme.com/vc2/?chnlOwnr=pallen@enron.com
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 02/05/2001 05:26 ----- Ina Rangel 01/05/2001 12:24 Para: Phillip K Allen/HOU/ECT@ECT cc: Assunto: Re: 2- PESQUISA - PHILLIP ALLEN - Nome completo: Phillip Allen ID de login: pallen Ramal: 3-7041 Local do escritório: EB3210C Que tipo de computador você possui? (Desktop, Laptop, Ambos) Ambos Você tem um PDA? Se sim, que tipo você possui: (Nenhum, IPAQ, Palm Pilot, Jornada) IPAQ Você tem permissão para acessar o Email/Calendário de qualquer pessoa? NÃO Se sim, quem? Alguém tem permissão para acessar seu e-mail/calendário? SIM Se sim, quem? INA RANGEL Você é responsável por atualizar a agenda de endereços de outras pessoas? Se sim, quem? NÃO Há mais alguém responsável pela atualização do seu catálogo de endereços? Se sim, quem? NÃO Você tem acesso a um calendário compartilhado? Se sim, qual calendário compartilhado? SIM, Calendário Oeste Você tem algum Grupo de Distribuição que o Messaging mantém para você (para correspondências em massa)? Se sim, liste aqui: NÃO Liste todos os aplicativos de bancos de dados do Notes que você usa atualmente: NENHUMA Em nossos esforços para planejar a data/hora exata de sua migração, também precisaremos saber: Qual é seu horário normal de trabalho? Das: 7h00 às: 17h00 Você estará fora do escritório em um futuro próximo para férias, licença, etc.? NÃO Se sim, quando? De (MM/DD/AA): Para (MM/DD/AA): <StdOleLink incorporado>
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 11/09/2000 16:57 ----- George Richards <cbpres@austin.rr.com> em 08/09/2000 05:21:49 Por favor, responda a <cbpres@austin.rr.com> Para: Phillip Allen <pallen@enron.com> cc: Larry Lewter <retwell@mail.sanmarcos.net> Assunto: Westgate Proforma-Phillip Allen.xls Em anexo está o pró-forma preliminar do Westgate propriedade é Austin sobre a qual falamos. Como você pode perceber pela pró-forma, este projeto deverá produzir um retorno verdadeiramente excepcional de mais de 40% ao ano durante 3 anos. Isto é especialmente atraente quando o projeto está em um mercado tão forte como Austin e estamos lançando um novo produto com um preço muito baixo para este mercado. Este é o melhor projeto em termos de risco e recompensa que descobrimos até agora no mercado de Austin. O projeto possui zoneamento aprovado e exigirá apenas uma planta do local. Como está na área do Corredor de Crescimento Inteligente designada pela cidade de Austin para desenvolvimento preferencial, este será acelerado e deverá ser concluído em menos de 6 meses. Além disso, muitas das leis atuais e mais severas sobre tratamento de água foram dispensadas. Estimei os custos de melhoria do lote com base em um desenvolvimento de 28 lotes que investigamos no norte de Austin, que incluiu uma lagoa de detenção/retenção e filtração e alargamento de ruas. Embora esta propriedade provavelmente não exija alargamento de ruas e tenha menos requisitos de detenção/retenção e lagoa de filtração, usei esses dados para ser cauteloso. Não se espera que a servidão da linha de gás Lone Star na parte inferior da propriedade tenha um impacto significativo nas vendas. Outros projetos tiveram bastante sucesso com relações idênticas a este pipeline, como o residencial unifamiliar adjacente e um projeto na Universidade de St. Edwards. Tal como acontece com a maioria dos projetos de preenchimento, a qualidade dos bairros circundantes é desigual. Incluímos uma cerca ao redor de toda a propriedade, mas só podemos colocá-la em Westgate e Cameron Loop. Condomínios fechados são preferidos, então esta é uma boa ideia tanto para a triagem quanto para as preferências atuais do comprador. O vendedor aceitou nossa oferta na noite de quinta-feira com um preço de US$ 680.000 e um depósito estendido. Isso nos permitirá provavelmente obter um plano de local aprovado antes de fechar o contrato, o que significa que poderemos fechar um empréstimo A&D em vez de um empréstimo de terreno e depois um empréstimo para melhorias. Esta análise mostra seu investimento de US$ 700.000 para uma participação de 50% nos lucros do projeto. Como discutimos em San Marcos, também podemos discutir que você invista apenas nos lotes, venda os lotes para a construtora com o seu lucro no lote. Acredito que isso facilitaria o uso de uma troca 1031 dos recursos deste negócio em outro projeto que seja um contrato de aluguel ou pelo menos no terreno para um projeto de aluguel que seria então o patrimônio desse projeto. Você precisaria discutir isso primeiro com um especialista em intercâmbio. Larry Lewter conhece um especialista na área em San Antonio, caso você não conheça ninguém. Enviarei para você um pacote na propriedade que foi preparado pelo corretor, pela Airborne Express hoje para entrega no sábado. Depois de ler o pacote e revisar esta pró-forma, gostaríamos de agendar um tour pelo local e pela área. Por favor, entre em contato comigo assim que sua agenda permitir sobre a visita ao local e fique à vontade para ligar a qualquer momento. Você pode entrar em contato comigo durante o fim de semana e à noite pelo telefone 512-338-1119 ou 512-338-1110. Meu celular é 512-748-7495 e o fax é 512-338-1103. Estou ansioso para ouvir de você e trabalhar com você neste projeto que certamente será um grande vencedor. Lamento que tenha demorado tanto para entrar em contato com você, mas tivemos alguns acontecimentos incomuns nas últimas semanas. Uma pequena tempestade de vento bizarra com fortes correntes descendentes de mais de 60 mpg atingiu a parte sul de Austin, onde estamos construindo 10 casas na cidade. Uma dessas unidades tinha acabado de ter o telhado coberto com o revestimento previsto para começar no dia seguinte. A forte corrente descendente que atingiu o telhado foi suficiente para derrubá-lo. A cidade encerrou o projeto por uma semana e levou mais uma semana para colocar tudo de volta nos trilhos. Então, na semana passada, tive que levar minha esposa para uma emergência. Ela tem uma protuberância no material entre as vértebras da coluna e isso lhe causa dores extremas e a manteve acamada na semana passada. Não há nada como ter sua esposa incapacitada para perceber a enorme quantidade de coisas que ela faz todos os dias. Felizmente, parece que ela ficará bem no longo prazo. George W. Richards Creekside Builders, LLC - Westgate Proforma-Phillip Allen.xls
UNK:UNK	Jeff, recebi o rolo do aluguel. Estarei em San Marcos neste fim de semana, mas estou contratado com o treinador da etapa. Vou dirigir na sexta à noite. Avisarei na próxima semana se precisar ver o interior. Você consegue descobrir quando o Chelsea Villa mudou de mãos pela última vez e por que preço? Que tal dar uma olhada nos planos do local para o acordo com Burnet? Lembre-se que temos que deixar Brenda feliz. Filipe
UNK:UNK	8/9 7/9 diff Socal 36.600 37.200 -600 NWPL -51.000 -51.250 250 San Juan -32.500 -32.000 -500 A razão pela qual o relatório de referência mostra vendas líquidas em San Juan é que as posições de transporte foram acumuladas em 8/9. Isso adicionou 800 shorts para San Juan e 200 longos para Socal. Antes desse ajuste comprávamos 300 San Juan e vendíamos 800 Socal.
UNK:UNK	por que a base aeco está tão baixa na lista? O NWPL é mapeado de forma diferente do AECO? E quanto à correlação com Nymex na AECO?
UNK:UNK	Jeff, você claramente receberia uma comissão por um acordo sobre a artemísia. Estou surpreso com sua solicitação de pagamento por qualquer tipo de projeto em que eu possa me envolver com a Creekside. Você está no ramo de corretagem de propriedades ou contatos? A sua posição é baseada em uma questão jurídica ou no que você considera uma questão ética? Você propôs que desenvolvessemos um projeto do zero? Ainda não estou preparado para pagar mais de 2,7 pela sálvia. Filipe
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 08/09/2000 12h29 ----- George Richards <cbpres@austin.rr.com> em 08/09/2000 05h35:20 Por favor, responda a <cbpres@austin.rr.com> Para: Phillip Allen <pallen@enron.com> cc: Larry Lewter <retwell@mail.sanmarcos.net>, Diana Zuniga <invest@bga.com> Assunto: Sagewood Town Homes Eu estava ciente de que Regan Lehman, o desenvolvedor do lote de todo o projeto duplex de 70 lotes, estava vendendo suas unidades por US$ 180, ele tem uma base de lotes muito mais baixa do que qualquer outra pessoa, mas as principais diferenças se devem a a) ele é vendê-los durante a construção eb) são unidades menores. Não sabemos o tamanho exato de cada uma de suas unidades, mas acreditamos que um dos duplexes tem uma planta de 1.164/1.302 pés quadrados. Isso produziria uma metragem quadrada média de 1.233, que seria de $ 73,80 psf a $ 182.000. (Achei que o preço de venda dele fosse $ 187.000.) Com esse preço psf, nossa unidade de 1.376 sf seria vendida por $ 203.108. O que é mais importante, na minha opinião, é a) a taxa de aluguer eb) a rentabilidade. Você tem todos os nossos dados atuais de aluguel e custos para sua própria avaliação. Quanto à rentabilidade, acredito que mostramos que o modelo de 3 quartos e 3,5 banheiros é fortemente preferido neste mercado. Na verdade, se pudéssemos comprar lotes adicionais da Regan, construiríamos unidades de 4 quartos junto com a planta de 3 quartos. Phillip, ligarei para você hoje para discutir isso com mais detalhes. Atenciosamente, George W. Richards Creekside Builders, LLC
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 08/09/2000 12h28 ----- George Richards <cbpres@austin.rr.com> em 08/09/2000 05:21:49 Por favor, responda a <cbpres@austin.rr.com> Para: Phillip Allen <pallen@enron.com> cc: Larry Lewter <retwell@mail.sanmarcos.net> Assunto: Westgate Proforma-Phillip Allen.xls Em anexo está o pró-forma preliminar do Westgate propriedade é Austin sobre a qual falamos. Como você pode perceber pela pró-forma, este projeto deverá produzir um retorno verdadeiramente excepcional de mais de 40% ao ano durante 3 anos. Isto é especialmente atraente quando o projeto está em um mercado tão forte como Austin e estamos lançando um novo produto com um preço muito baixo para este mercado. Este é o melhor projeto em termos de risco e recompensa que descobrimos até agora no mercado de Austin. O projeto possui zoneamento aprovado e exigirá apenas uma planta do local. Como está na área do Corredor de Crescimento Inteligente designada pela cidade de Austin para desenvolvimento preferencial, este será acelerado e deverá ser concluído em menos de 6 meses. Além disso, muitas das leis atuais e mais severas sobre tratamento de água foram dispensadas. Estimei os custos de melhoria do lote com base em um desenvolvimento de 28 lotes que investigamos no norte de Austin, que incluiu uma lagoa de detenção/retenção e filtração e alargamento de ruas. Embora esta propriedade provavelmente não exija alargamento de ruas e tenha menos requisitos de detenção/retenção e lagoa de filtração, usei esses dados para ser cauteloso. Não se espera que a servidão da linha de gás Lone Star na parte inferior da propriedade tenha um impacto significativo nas vendas. Outros projetos tiveram bastante sucesso com relações idênticas a este pipeline, como o residencial unifamiliar adjacente e um projeto na Universidade de St. Edwards. Tal como acontece com a maioria dos projetos de preenchimento, a qualidade dos bairros circundantes é desigual. Incluímos uma cerca ao redor de toda a propriedade, mas só podemos colocá-la em Westgate e Cameron Loop. Condomínios fechados são preferidos, então esta é uma boa ideia tanto para a triagem quanto para as preferências atuais do comprador. O vendedor aceitou nossa oferta na noite de quinta-feira com um preço de US$ 680.000 e um depósito estendido. Isso nos permitirá provavelmente obter um plano de local aprovado antes de fechar o contrato, o que significa que poderemos fechar um empréstimo A&D em vez de um empréstimo de terreno e depois um empréstimo para melhorias. Esta análise mostra seu investimento de US$ 700.000 para uma participação de 50% nos lucros do projeto. Como discutimos em San Marcos, também podemos discutir que você invista apenas nos lotes, venda os lotes para a construtora com o seu lucro no lote. Acredito que isso facilitaria o uso de uma troca 1031 dos recursos deste negócio em outro projeto que seja um contrato de aluguel ou pelo menos no terreno para um projeto de aluguel que seria então o patrimônio desse projeto. Você precisaria discutir isso primeiro com um especialista em intercâmbio. Larry Lewter conhece um especialista na área em San Antonio, caso você não conheça ninguém. Enviarei para você um pacote na propriedade que foi preparado pelo corretor, pela Airborne Express hoje para entrega no sábado. Depois de ler o pacote e revisar esta pró-forma, gostaríamos de agendar um tour pelo local e pela área. Por favor, entre em contato comigo assim que sua agenda permitir sobre a visita ao local e fique à vontade para ligar a qualquer momento. Você pode entrar em contato comigo durante o fim de semana e à noite pelo telefone 512-338-1119 ou 512-338-1110. Meu celular é 512-748-7495 e o fax é 512-338-1103. Estou ansioso para ouvir de você e trabalhar com você neste projeto que certamente será um grande vencedor. Lamento que tenha demorado tanto para entrar em contato com você, mas tivemos alguns acontecimentos incomuns nas últimas semanas. Uma pequena tempestade de vento bizarra com fortes correntes descendentes de mais de 60 mpg atingiu a parte sul de Austin, onde estamos construindo 10 casas na cidade. Uma dessas unidades tinha acabado de ter o telhado coberto com o revestimento previsto para começar no dia seguinte. A forte corrente descendente que atingiu o telhado foi suficiente para derrubá-lo. A cidade encerrou o projeto por uma semana e levou mais uma semana para colocar tudo de volta nos trilhos. Então, na semana passada, tive que levar minha esposa para uma emergência. Ela tem uma protuberância no material entre as vértebras da coluna e isso lhe causa dores extremas e a manteve acamada na semana passada. Não há nada como ter sua esposa incapacitada para perceber a enorme quantidade de coisas que ela faz todos os dias. Felizmente, parece que ela ficará bem no longo prazo. George W. Richards Creekside Builders, LLC - Westgate Proforma-Phillip Allen.xls
UNK:UNK	Encaminhado por Phillip K Allen/HOU/ECT em 06/09/2000 15:53 ​​----- Lucy Gonzalez <stagecoachmama@hotmail.com> em 06/09/2000 09:06:45 Para: pallen@enron .com cc: Assunto: serviços públicos _______________________________________________________________________ Obtenha seu e-mail privado e gratuito do MSN Hotmail em http://www.hotmail.com. Compartilhe informações sobre você, crie seu próprio perfil público em http://profiles.msn.com. - utilitário.xls - utilitário.xls
